CIN,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,AUTHORIZED_CAPITAL,PAIDUP_CAPITAL,DATE_OF_REGISTRATION,REGISTERED_STATE,ROC,DESCRIPTION,REGISTERED_OFFICE_ADDRESS,SUB_CATEGORY
U15510PY1991PLC000735,COASTAL DISTILLERY LIMITED,AMALGAMATED,PUBC,CLSH,2400000,0,02-12-91,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"46, 1ST CROSSVENKATANAGAR PONDICHERRY Pondicherry INDIA",Indian Non-Government Company
U24119PY1988PTC000768,OMKAR FINE ORGANICS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,740000,17-10-88,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",23/2 MANGALAM ROADURUVAIYUR VILLIANUR COMMUNE PONDICHERRY Pondicherry INDIA 605110,Indian Non-Government Company
U21017PY1984PTC000782,ABIRAMI PACKAGINGS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2500000,2303800,17-05-84,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)","RS 70, MANAVELY VILLAGEARIYANKUPPAM PONDICHERRY 605 007 PONDICHERRY 605 007 Pondicherry INDIA 605007",Indian Non-Government Company
U24100PY1992PTC000835,AUROSHIKA CHEMICALS PVT. LTD.,DORMANT,PRIV,CLSH,1000000,500000,22-09-92,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","B-191, INDUSTRIAL ESTATE,METTUPALAYAM, PONDICHERRY - 605 009 Pondicherry INDIA",Indian Non-Government Company
U65910PY1966PTC000084,V.G.FINANCE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,10000,0,03-08-66,Pondicherry,RoC-Pondicherry,Finance,pondicherry Pondicherry INDIA,Indian Non-Government Company
U74999PY1951PTC000009,ATLAS IMPORT AND EXPORT COMPANY PRIVATE LIMITED,UNDER LIQUIDATION,PRIV,CLSH,10000,0,24-05-51,Pondicherry,RoC-Pondicherry,Business Services,"OFFICIAL LIQUIDATORHG COURT, MADRAS DATE OF LIQDN: 06/07/79 Pondicherry INDIA",Indian Non-Government Company
U65910PY1966PTC000090,AZURE AGENTS AND FINANCE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,31-10-66,Pondicherry,RoC-Pondicherry,Finance,pondicherry Pondicherry INDIA,Indian Non-Government Company
L19112PY1993PLC000921,GYAN LEATHER BOARD LTD.,ACTIVE,PUBC,CLSH,100000000,89775270,19-10-93,Pondicherry,RoC-Pondicherry,Manufacturing (Leather & products thereof),"THUTHIPET VILLAGE,VIA VALUDAVOOR, VILLIANUR COMMUNE, PONDICHERRY Pondicherry INDIA 605502",Indian Non-Government Company
U65992PY1967PTC000097,PONDY A.V.K. CHIT FUND AND FINANCE PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,12-07-67,Pondicherry,RoC-Pondicherry,Finance,pondicherry Pondicherry INDIA,Indian Non-Government Company
U31909PY2005PTC001914,SIMPLY MOBILES PHONE INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,100000,11-03-05,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),NO 1B 7 TH CROSSTAGORE NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605008,Indian Non-Government Company
U55101PY2005PTC001915,HOTEL AKAASH INTERNATIONAL PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,4600000,17-11-05,Pondicherry,RoC-Pondicherry,Trading,"25, SITHANKUDI, PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U24299PY2005PTC001916,SRI THIRUMALAI CARBIDES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,17-11-05,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","133/5, NALLATHUR MAIN ROADKURAMBARAGAM NEDUGADU KARAIKAL Pondicherry INDIA 609603",Indian Non-Government Company
U51395PY2005PTC001917,AGASTHIYA DISTRIBUTORS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,23-11-05,Pondicherry,RoC-Pondicherry,Trading,NO 2 III CROSS STANNA NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605013,Indian Non-Government Company
U01918PY2005PTC001918,SHREENIDHI SYSTEMS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,28-11-05,Pondicherry,RoC-Pondicherry,NA,107 CANTEEN STPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U45201PY2005PTC001919,AAKASH APEX PROMOTORS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,13-11-05,Pondicherry,RoC-Pondicherry,Construction,31 CHURCH STREETVILLINUR PONDICHERRY PONDICHERRY Pondicherry INDIA 605110,Indian Non-Government Company
U74999PY2005PTC001920,DENNIS GABOR HOLOGRAPHICS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,12-01-05,Pondicherry,RoC-Pondicherry,Business Services,35/52 FIFTH CROSSTHANTHAI PERIYAR NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605005,Indian Non-Government Company
U74999PY2005PTC001921,M.I. COMPANY IMPORT - EXPORT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,14-12-05,Pondicherry,RoC-Pondicherry,Business Services,2 BASLIEU STPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U72900PY2005PTC001922,GRADIANT SYSTEMS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,15-12-05,Pondicherry,RoC-Pondicherry,Business Services,"LAKSHMI HOMES1 ST FLOOR 481, VALUDAVUR ROAD MUTHIRAPALAYAM Pondicherry INDIA 605004",Indian Non-Government Company
U92490PY2005PTC001923,RAGAMANDALA EDITIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,19-12-05,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services",NO 9 GANDHIJI STCOLAS NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U51228PY2005PTC001924,ALANKAR WINES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,25-12-05,Pondicherry,RoC-Pondicherry,Trading,"No.43, Yanam Venkatachalam PIllai Street Pondicherry Pondicherry INDIA 605001",Indian Non-Government Company
U80302PY2005NPL001925,EMANCI CENTRE FOR LEARNING PROFESSIONAL INTEGRATION,ACTIVE,PRIV,CLSH,100000,100000,23-12-05,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services",72 MULLAH STREETPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Company licensed under Section25
U55101PY2005PTC001926,HOTEL D EUROPE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,300000,29-12-05,Pondicherry,RoC-Pondicherry,Trading,96 M G ROADPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U94910PY2006PTC001927,ALPHA MANAGEMENT CONSULTANT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,01-04-06,Pondicherry,RoC-Pondicherry,NA,34 1 ST FLOOR4TH CROSS ANNA NAGAR PONDICHERRY Pondicherry INDIA 605005,Indian Non-Government Company
U15143PY2006PTC001928,SHRI L S R AGRO FOODS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,200000,01-09-06,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"45/1, THIRUBHUVANAISANYSIKUPPAM ROAD THIRUBHUVANAI POST PONDICHERRY Pondicherry INDIA 605107",Indian Non-Government Company
U72200PY2006PTC001929,DASSOU SOFTWARE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,01-12-06,Pondicherry,RoC-Pondicherry,Business Services,43 2 ND CROSS STKURINJI NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605008,Indian Non-Government Company
U45201PY2006PTC001930,K P PROMTERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,25-01-06,Pondicherry,RoC-Pondicherry,Construction,107VENKATACHALLAM PILLAI ROAD PONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U63090PY2006PTC001931,PERFECT ROADWAYS COMPANY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,25-01-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications",40KAMALAM NAGAR REDDIYAR PALAYAM PONDICHERRY Pondicherry INDIA 605010,Indian Non-Government Company
U45203PY2006PLC001932,PONDICHERRY PORT LIMITED,ACTIVE,PUBC,CLSH,10000000,3632000,25-01-06,Pondicherry,RoC-Pondicherry,Construction,"24,Ground Floor 1st Cross, Brindavanam Pondicherry Pondicherry INDIA 605013",Indian Non-Government Company
U21015PY2006PTC001933,SRI MANNADHEESWARAR PAPER AND BOARD MILLS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,100000,27-01-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",211 CHETTY STPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U25209PY2006PTC001934,REGENCY SHOE MATERIALS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,100000,31-01-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)",NO 22 PLOT NO 9GOPALAN KADAI ROAD KALMADUPET VILLIANUR PONDY Pondicherry INDIA 605009,Indian Non-Government Company
U65999PY2006PTC001935,SEDOU FOREX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,3000000,2700000,02-01-06,Pondicherry,RoC-Pondicherry,Finance,"NO 58, GROUND FLOOR RANGAPILLAI STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U55101PY2006PTC001936,VIJAY KIRAN RESORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,02-03-06,Pondicherry,RoC-Pondicherry,Trading,26 VYSIAL STPONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U60210PY2006PTC001937,EGANATH TRANSPORT PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,02-06-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications",22 ASHOKAN STNETHAJI NAGAR PONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U01409PY2006PTC001938,ARM PEST C0NTROL AND AGRO SERVICE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,02-07-06,Pondicherry,RoC-Pondicherry,Agriculture and Allied Activities,"52/1A, VILLIANUR ROADKOMBAKKAM PONDICHERRY PONDICHERRY Pondicherry INDIA 605110",Indian Non-Government Company
U55101PY2006PTC001939,BEBS RESORTS PRIVATE LIMITED,AMALGAMATED,PRIV,CLSH,500000,500000,02-07-06,Pondicherry,RoC-Pondicherry,Trading,"MANAVELY REVENUE VILLAGE MARAIMALAI ADIGAL STREET, CHINAVEERAM PATTINAM ARIYANKUPPUAM POST Pondicherry INDIA 605007",Indian Non-Government Company
U72900PY2006PTC001940,IIT SOFTWARE INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,500000,02-07-06,Pondicherry,RoC-Pondicherry,Business Services,"No.11, POTHIGAI NAGAR, NAVAKULAM, LAWSPET, PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U72900PY2006PTC001941,ARM ELECTRONICS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,13-02-06,Pondicherry,RoC-Pondicherry,Business Services,"52/1B, VILLIANUR ROADKOMBAKKAM PONDICHERRY PONDICHERRY Pondicherry INDIA 605010",Indian Non-Government Company
U55101PY2006PTC001942,KAILASH EARTH N HEALTH PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,100000,13-02-06,Pondicherry,RoC-Pondicherry,Trading,NO 112RUE LAPORTE PONDICHERRY PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U35111PY2006PTC001943,BHARAT MARINES COMPANY INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,202000000,201300000,13-02-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),255 THIRUVALLUVAR ROADKARAIKAL PONDICHERRY PONDICHERRY Pondicherry INDIA 609602,Indian Non-Government Company
U29197PY2006PTC001944,AUROZON INDIA PRIVATE LIMITED,UNDER PROCESS OF STRIKING OFF,PRIV,CLSH,10000000,9000000,14-02-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"A-7, INDUSTRIAL ESTATE THATTANCHAVADI PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U45203PY2006PTC001945,KARAIKAL PORT PRIVATE LIMITED,ACTIVE,PRIV,CLSH,13000000000,6984398830,16-02-06,Pondicherry,RoC-Pondicherry,Construction,KEEZHA VANJORE VILLAGE T R PATTINAM KARAIKAL Pondicherry INDIA 609606,Indian Non-Government Company
U15499PY2006PTC001946,MIRABELLE ORGANICS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,17-02-06,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),55 EAST COAST ROADCHINNAKALAPET PONDICHERRY PONDICHERRY Pondicherry INDIA 605014,Indian Non-Government Company
U92120PY2006PTC001958,PUDHUCHERRY FILM INSTITUTE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,26-05-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.36, SOLAI THANDAVAN STREET MUTHIALPET PONDICHERRY Pondicherry INDIA 600500",Indian Non-Government Company
U45201PY2006PTC001948,SALEM SHRI KRISHNAA CONSTRUCTION COMPAANY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,03-10-06,Pondicherry,RoC-Pondicherry,Construction,52 VYSIAL STREET PONDICHERRY Pondicherry INDIA 605001,Indian Non-Government Company
U18101PY2006PTC001950,BHARATH ARICHANDRAA TEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,1310000,29-03-06,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"301, THIAGU MUDALIYAR STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U60210PY2006PTC001983,SAKTHIVEL TRANSPORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,09-07-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","423, VAZHUDAVUR ROAD MUTHIRAPALAYAM PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U74999PY2006PTC001949,PALANI HILLS DESIGN CENTER PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2000000,1770000,17-03-06,Pondicherry,RoC-Pondicherry,Business Services,"27, 2nd CROSS, APPAVOU NAGAR, VAZHAKULAM PONDICHERRY Pondicherry INDIA 605012",Indian Non-Government Company
U85121PY2006PTC001965,SAMUDRA THALASOTHERAPY PONDICHERRY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,50000000,21136300,15-06-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.14, SECOND CROSS, DR.DHANABAL NAGAR, MUTHIRAPALAYAM, PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U60210PY2006PTC001981,MEGANATHAN TRANSPORTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,09-01-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","EAST MANAVELI STREET K.T. KUPPAM, MADAGADIPET PONDICHERRY Pondicherry INDIA 605107",Indian Non-Government Company
U30009PY2006PTC001954,FRENCH POWER CONTROL PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,05-09-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"NO.5, FIFTH CROSS SITHAN KUDI PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U55101PY2006PTC001968,ARIA HOTEL MANAGEMENT COMPANY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,150000000,131809610,21-06-06,Pondicherry,RoC-Pondicherry,Trading,"No. 22, LAPORTE STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U65999PY2006PTC001953,S BHAWARLAL FOREX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2600000,2600000,05-04-06,Pondicherry,RoC-Pondicherry,Finance,"NO: 222, I FLOOR KOSAKADAI STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U74999PY2006PTC001955,SEEME AGENCY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,16-05-06,Pondicherry,RoC-Pondicherry,Business Services,"31, FRANCOIS MARTIN STREET KURICHIKUPPAM PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U50401PY2006PTC001952,AAKASH AUTO PRIVATE LIMITED,ACTIVE,PRIV,CLSH,11000000,11000000,05-02-06,Pondicherry,RoC-Pondicherry,Trading,"No 55,100 Feet Road Sounder Rajan Nagar, Mudaliarpet Pondicherry INDIA 605004",Indian Non-Government Company
U72900PY2006PTC001962,MAX DESIGN (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,1000000,06-02-06,Pondicherry,RoC-Pondicherry,Business Services,"16, FIRST CROSS (FIRST FLOOR) MOHAN NAGAR PONDICHERRY Pondicherry INDIA 605005",Indian Non-Government Company
U24232PY2006PTC001957,MACSUR PHARMAA (INDIA) PRIVATE LIMITED,ACTIVE,PRIV,CLSH,4500000,4500000,25-05-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","361, A, VAZHUDAVUR MAIN ROAD MATHIRAYAR PALAYAM PONDICHERRY Pondicherry INDIA 605009",Indian Non-Government Company
U15209PY2006PTC001956,JAS DELICACIES PRIVATE LIMITED,ACTIVE,PRIV,CLSH,8400000,8400000,25-05-06,Pondicherry,RoC-Pondicherry,Manufacturing (Food stuffs),"123,LAL BAHADUR SASTRY STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U24232PY2006PTC001959,DEXBIO PHARMA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,1000000,425000,31-05-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","MAISON DANIEL, THIRD FLOOR 135, MONTORSIER STREET PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U45209PY2006PLC001966,PONDICHERRY SPECIAL ECONOMIC ZONE COMPANY LIMITED,ACTIVE,PUBC,CLSH,1000000000,503995000,19-06-06,Pondicherry,RoC-Pondicherry,Construction,"24,Ground Floor 1st Cross, Brindavanam Pondicherry Pondicherry INDIA 605013",Indian Non-Government Company
U74994PY2006PTC001964,LEISURE DESIGN PRIVATE LIMITED,ACTIVE,PRIV,CLSH,5000000,5000000,14-06-06,Pondicherry,RoC-Pondicherry,Business Services,"2, SECOND MAIN ROAD, 4TH CROSS, VENKATA NAGAR PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U51909PY2006PTC001976,HAMISH MAXWELL IMPEX PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,08-10-06,Pondicherry,RoC-Pondicherry,Trading,NO 12 III CROSS SURIYA GANDHI NAGAR (NORTH) PONDICHERRY Pondicherry INDIA 605003,Indian Non-Government Company
U51909PY2006PTC001994,D.I.D. EXPORT IMPORT PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,100000,20-09-06,Pondicherry,RoC-Pondicherry,Trading,"2/3, SECOND MAIN ROAD, FOURTH CROSS, VENKATA NAGAR PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U51399PY2006PTC001960,HOME TROTTER INDIA PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,9904000,31-05-06,Pondicherry,RoC-Pondicherry,Trading,"NO.33, RUE SUFFREN PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U40200PY2006PLC001970,IP GAS (INDIA) LIMITED,STRIKE OFF,PUBC,CLSH,1000000,0,07-03-06,Pondicherry,RoC-Pondicherry,"Electricity, Gas & Water companies","VILLIANUR COMMUNE 20, MYLAM ROAD PONDICHERRY Pondicherry INDIA 605111",Indian Non-Government Company
U18109PY2006PTC001961,JAIZA JEWELLERY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,31-05-06,Pondicherry,RoC-Pondicherry,Manufacturing (Textiles),"NO.6, PAPPAMMAL KOIL STREET APPAVOU NAGAR PONDICHERRY Pondicherry INDIA 605012",Indian Non-Government Company
U74999PY2006PTC001963,EDONIA TRADING PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,06-12-06,Pondicherry,RoC-Pondicherry,Business Services,"NO.1/101, PERUMAL KOIL STREET MUTHIALPET PONDICHERRY Pondicherry INDIA 605003",Indian Non-Government Company
U55109PY2006PTC001967,PRINCE PARK FARM HOUSE PRIVATE LIMITED,ACTIVE,PRIV,CLSH,2000000,2000000,21-06-06,Pondicherry,RoC-Pondicherry,Trading,"NO. 2/2, METTU STREET KOSPALAYAM PONDICHERRY Pondicherry INDIA 605013",Indian Non-Government Company
U72900PY2006PTC001971,SHIRADI BABA ADVANCED INFORMATION TECHNOLOGY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,190000,190000,07-05-06,Pondicherry,RoC-Pondicherry,Business Services,"NO.54, BHARATHI NAGAR, LAWSPET MAIN ROAD KARUVADIKUPPAM PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U32109PY2006PTC001969,SMART CARDS PONDY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,100000,23-06-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"5, 4th CROSS EXTENSION, NETHAJI STREET TAGORE NAGAR PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U24233PY2006PTC001972,ALEX HEALTHY AND NATURAL PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,07-11-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","NO.5 4TH GROSS, II STREET RAINBOW NAGAR PONDICHERRY Pondicherry INDIA 605011",Indian Non-Government Company
U72900PY2006PTC001975,ARCANA TECHNOLOGY PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000,250000,08-04-06,Pondicherry,RoC-Pondicherry,Business Services,"NO.15, RUE VICOMPTE DE SOUILLAC PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U24297PY2006PTC001974,G.G. ORGANICS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,30000000,30000000,08-03-06,Pondicherry,RoC-Pondicherry,"Manufacturing (Metals & Chemicals, and products thereof)","122/6, THUTHIPET REVENUE VILLAGE VILLIANURE COMMUNE PONDICHERRY Pondicherry INDIA 605502",Indian Non-Government Company
U74999PY2006PTC001973,PONDICHERRY TRADING PRIVATE LIMITED,ACTIVE,PRIV,CLSH,100000,100000,08-02-06,Pondicherry,RoC-Pondicherry,Business Services,"76, AMBOUR SALAI PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U31109PY2006PTC001978,SHRIRAM POWER SOLUTIONS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,300,21-08-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"34, 100 FT. FOAD NATESAN NAGAR PONDICHERRY Pondicherry INDIA 605005",Indian Non-Government Company
U51909PY2006PTC001977,CHARLES TRADERS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,17-08-06,Pondicherry,RoC-Pondicherry,Trading,"NO.50, II FLOOR, MARAIMALAI ADGAL SALAI PONDICHERRY Pondicherry INDIA 605001",Indian Non-Government Company
U55101PY2006PTC001982,SRI JAYAM RESIDENCY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,1000000,0,09-06-06,Pondicherry,RoC-Pondicherry,Trading,"82, NANDHA ILLAM, MAIN ROAD LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U31200PY2006PTC002617,POCLAIN HYDRAULICS PRIVATE LIMITED,ACTIVE,PRIV,CLSH,500000000,450000000,12-01-06,Pondicherry,RoC-Pondicherry,Manufacturing (Machinery & Equipments),"R.S.No.131/2 & 131/3, Kothapurinatham Road, Mannadipet Commune Panchayat, Thiruvandarkoil Pondicherry INDIA 605102",Indian Non-Government Company
U72900PY2006PTC001980,REDRUN CONSULTANTS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,24-08-06,Pondicherry,RoC-Pondicherry,Business Services,"NO.3(34), SENGENIAMMAN KOIL STREET KURUCHIKUPPAM PONDICHERRY Pondicherry INDIA 605012",Indian Non-Government Company
U80301PY2006PTC001979,SHERIN OVERSEAS EDUCATION PRIVATE LIMITED,ACTIVE,PRIV,CLSH,300000,200000,22-08-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.7, SINNAH GUY AMARA APARTMENTS SECOND CROSS STREET, NATESAN NAGAR (EAST) PONDICHERRY Pondicherry INDIA 605005",Others
U60210PY2006PTC001986,SARUMATHY TRAVELS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,09-08-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","14, MARIAMMAN KOIL STREET PANGURE Pondicherry INDIA 605102",Indian Non-Government Company
U85199PY2006PTC001987,S K WEB CLINICAL PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,09-11-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","No. 3, 4th Cross Street Jaya Nagar Pondicherry Pondicherry INDIA 605010",Indian Non-Government Company
U80902PY2006PTC001988,MEDIC CENTRAL INDIA PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,500000,0,09-11-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","No. 3, 4th Cross Street Jaya Nagar Pondicherry Pondicherry INDIA 605010",Indian Non-Government Company
U55101PY2006PTC002006,MBRS HOTEL PRIVATE LIMITED,ACTIVE,PRIV,CLSH,10000000,9737000,16-11-06,Pondicherry,RoC-Pondicherry,Trading,1 SANDIRASEGARANE STREET AYYANAR NAGAR PONDICHERRY Pondicherry INDIA 605013,Indian Non-Government Company
U80211PY2006PTC001993,GEMM ACADEMY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,15-09-06,Pondicherry,RoC-Pondicherry,"Community, personal & Social Services","NO.8, 6TH CROSS (GROUND FLOOR) GANAPRAKASAM NAGAR, LAWSPET PONDICHERRY Pondicherry INDIA 605008",Indian Non-Government Company
U72200PY2006PTC001989,TRANSLUCENT TECHNOLOGIES AND CONSULTANCY PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,200000,0,09-11-06,Pondicherry,RoC-Pondicherry,Business Services,"121-'A', Kalatheeswaran Koil Street, Pondicherry Pondicherry INDIA 605001",Indian Non-Government Company
U60210PY2006PTC001995,ESWARA ECO TRANS PRIVATE LIMITED,STRIKE OFF,PRIV,CLSH,100000,0,20-09-06,Pondicherry,RoC-Pondicherry,"Transport, storage and Communications","58, MUKKULAM STREET KOTTUCHERRY KARAIKAL Pondicherry INDIA 609609",Indian Non-Government Company
